"session_id","user_id","movie_id","watch_date","device_type","watch_duration_minutes","progress_percentage","action","quality","location_country","is_download","user_rating","duration_category"
"session_076313","user_08224","movie_0292",2024-12-08,"Tablet",116,98.7,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_076314","user_04142","movie_0008",2024-08-11,"Tablet",63.1,32.1,"completed","HD","USA",FALSE,NA,"1-2 hours"
"session_076315","user_00572","movie_0295",2024-02-24,"Desktop",57.3,97,"completed","4K","USA",TRUE,NA,"31-60 minutes"
"session_076316","user_07236","movie_0221",2024-09-19,"Tablet",130.5,2.6,"completed","SD","USA",FALSE,NA,"2-4 hours"
"session_076317","user_08209","movie_0707",2024-10-12,"Mobile",69,18.5,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_076318","user_01541","movie_0033",2024-12-19,"Smart TV",69.6,55.4,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_076319","user_04049","movie_0598",2025-08-05,"Mobile",15.6,74.7,"started","HD","Canada",FALSE,4,"6-30 minutes"
"session_076320","user_01079","movie_0176",2025-10-15,"Smart TV",95.4,78.2,"paused","HD","Canada",FALSE,3,"1-2 hours"
"session_076321","user_01386","movie_0430",2025-02-09,"Laptop",115.2,19.1,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_076322","user_00131","movie_0417",2024-04-09,"Mobile",101.3,60.1,"stopped","SD","USA",TRUE,2,"1-2 hours"
"session_076323","user_02546","movie_0272",2024-02-04,"Laptop",65.9,30.1,"started","SD","Canada",FALSE,NA,"1-2 hours"
"session_076324","user_06723","movie_0165",2024-03-01,"Smart TV",70.8,40,"stopped","4K","USA",FALSE,NA,"1-2 hours"
"session_076325","user_07453","movie_0221",2024-07-17,"Desktop",12.5,78.8,"completed","SD","USA",FALSE,2,"6-30 minutes"
"session_076326","user_06792","movie_0464",2024-05-01,"Laptop",58.9,29.8,"paused","HD","Canada",FALSE,NA,"31-60 minutes"
"session_076327","user_02424","movie_0708",2025-01-27,"Smart TV",29.3,46,"stopped","4K","USA",FALSE,NA,"6-30 minutes"
"session_076328","user_04741","movie_0102",2024-06-02,"Smart TV",59.9,76.5,"stopped","HD","USA",TRUE,NA,"31-60 minutes"
"session_076329","user_07482","movie_0766",2024-12-03,"Mobile",41.6,11.4,"completed","SD","USA",TRUE,NA,"31-60 minutes"
"session_076330","user_09534","movie_0114",2025-07-17,"Desktop",89.3,99.9,"paused",NA,"USA",FALSE,NA,"1-2 hours"
"session_076331","user_08986","movie_0946",2025-06-17,"Laptop",37.9,91.4,"paused","4K","USA",FALSE,NA,"31-60 minutes"
"session_076332","user_07438","movie_0860",2025-07-19,"Tablet",103.6,48.3,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_076333","user_03545","movie_0773",2025-09-02,"Smart TV",144.9,59.3,"paused","SD","USA",FALSE,NA,"2-4 hours"
"session_076334","user_03616","movie_0321",2025-11-13,"Desktop",111.1,35.7,"paused","4K","USA",FALSE,4,"1-2 hours"
"session_076335","user_04091","movie_0300",2025-02-17,"Laptop",186.7,52.2,"completed","HD","USA",FALSE,NA,"2-4 hours"
"session_076336","user_02535","movie_0275",2025-08-08,"Tablet",76.6,47.3,"stopped","HD","USA",FALSE,4,"1-2 hours"
"session_076337","user_02857","movie_0814",2024-11-20,"Laptop",49.2,14.8,"completed","4K","USA",FALSE,5,"31-60 minutes"
"session_076338","user_05881","movie_0890",2025-04-20,"Laptop",29.1,18.9,"completed","4K","USA",FALSE,4,"6-30 minutes"
"session_076339","user_08846","movie_0605",2025-02-28,"Mobile",53.1,68.7,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_076340","user_06192","movie_0262",2024-10-03,"Desktop",18.4,52.7,"started","4K","USA",FALSE,NA,"6-30 minutes"
"session_076341","user_04443","movie_0335",2025-12-23,"Mobile",52,33.7,"completed","HD","USA",TRUE,NA,"31-60 minutes"
"session_076342","user_05414","movie_0944",2024-08-17,"Laptop",56.8,78.3,"started","SD","Canada",FALSE,NA,"31-60 minutes"
"session_076343","user_02411","movie_0321",2024-10-02,"Laptop",18.5,0.2,"completed","4K","USA",FALSE,NA,"6-30 minutes"
"session_076344","user_07657","movie_0955",2025-02-10,"Laptop",44.2,4.6,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_076345","user_05144","movie_0288",2024-05-17,"Smart TV",83.3,13.2,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_076346","user_03610","movie_0395",2024-05-02,"Mobile",88.1,22.8,"completed",NA,"Canada",FALSE,NA,"1-2 hours"
"session_076347","user_00682","movie_0850",2024-08-23,"Laptop",149.5,67.6,"started","SD","USA",FALSE,NA,"2-4 hours"
"session_076348","user_01119","movie_0018",2025-02-14,"Laptop",24.6,18.5,"started","4K","Canada",FALSE,NA,"6-30 minutes"
"session_076349","user_04477","movie_0654",2024-07-07,"Tablet",223.8,48.2,"stopped","SD","USA",TRUE,NA,"2-4 hours"
"session_076350","user_04749","movie_0858",2025-10-31,"Mobile",54.8,42,"stopped","SD","USA",FALSE,NA,"31-60 minutes"
"session_076351","user_02975","movie_0137",2024-02-04,"Smart TV",57.2,99.1,"started","4K","Canada",FALSE,NA,"31-60 minutes"
"session_076352","user_05856","movie_0445",2024-12-22,"Desktop",92.4,69.3,"completed",NA,"Canada",FALSE,NA,"1-2 hours"
"session_076353","user_01303","movie_0759",2025-09-21,"Desktop",93.8,43.6,"started","SD","USA",FALSE,NA,"1-2 hours"
"session_076354","user_05285","movie_0130",2024-05-05,"Desktop",130.2,66.2,"completed","HD","Canada",FALSE,NA,"2-4 hours"
"session_076355","user_01901","movie_0541",2024-08-07,"Mobile",14.2,21.4,"paused","HD","Canada",FALSE,NA,"6-30 minutes"
"session_076356","user_01083","movie_0145",2025-02-21,"Desktop",105.9,22.3,"completed","HD","USA",TRUE,NA,"1-2 hours"
"session_076357","user_08634","movie_0477",2024-06-03,"Laptop",42.2,57.5,"paused","SD","Canada",TRUE,NA,"31-60 minutes"
"session_076358","user_03784","movie_0369",2025-11-10,"Laptop",44.4,3.7,"stopped",NA,"USA",TRUE,NA,"31-60 minutes"
"session_076359","user_02642","movie_0955",2024-09-30,"Smart TV",18.6,73.1,"completed","4K","USA",FALSE,NA,"6-30 minutes"
"session_076360","user_01801","movie_0025",2024-06-29,"Tablet",25.6,85.7,"completed",NA,"Canada",FALSE,NA,"6-30 minutes"
"session_076361","user_03350","movie_0798",2024-10-27,"Desktop",22,1,"started","HD","Canada",TRUE,NA,"6-30 minutes"
"session_076362","user_04683","movie_0895",2025-01-05,"Laptop",108.1,37.8,"stopped","4K","USA",TRUE,NA,"1-2 hours"
"session_076363","user_07990","movie_0245",2025-08-23,"Smart TV",47.7,69.3,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_076364","user_05014","movie_0136",2024-08-08,"Mobile",226.1,84.7,"completed","HD","Canada",FALSE,NA,"2-4 hours"
"session_076365","user_09201","movie_0693",2025-11-21,"Laptop",89.5,38.1,"completed","HD","Canada",FALSE,5,"1-2 hours"
"session_076366","user_09230","movie_0674",2025-05-23,"Tablet",32.7,60.9,"completed","HD","Canada",FALSE,NA,"31-60 minutes"
"session_076367","user_01103","movie_0523",2024-07-10,"Tablet",31.9,33,"paused","HD","Canada",FALSE,NA,"31-60 minutes"
"session_076368","user_00434","movie_0480",2025-08-05,"Desktop",38.9,79.1,"paused","SD","Canada",FALSE,4,"31-60 minutes"
"session_076369","user_08669","movie_0316",2025-05-11,"Smart TV",39.3,15,"completed","SD","USA",FALSE,NA,"31-60 minutes"
"session_076370","user_03934","movie_0865",2024-05-11,"Desktop",72.4,80.5,"stopped","HD","Canada",FALSE,3,"1-2 hours"
"session_076371","user_06545","movie_0048",2025-09-15,"Tablet",50.8,25.2,"completed",NA,"Canada",TRUE,NA,"31-60 minutes"
"session_076372","user_07937","movie_0412",2024-12-09,"Desktop",148.3,49.1,"completed","HD","USA",FALSE,NA,"2-4 hours"
"session_076373","user_03214","movie_0055",2024-09-07,"Mobile",174.3,39.9,"completed","HD","USA",TRUE,NA,"2-4 hours"
"session_076374","user_03311","movie_0551",2024-04-16,"Laptop",89.1,41.4,"started","SD","USA",FALSE,NA,"1-2 hours"
"session_076375","user_07735","movie_0574",2024-07-12,"Smart TV",13.9,85.9,"paused","SD","USA",FALSE,NA,"6-30 minutes"
"session_076376","user_03564","movie_0831",2024-05-21,"Desktop",47.3,16.9,"completed","SD","USA",FALSE,5,"31-60 minutes"
"session_076377","user_00384","movie_0697",2025-08-22,"Mobile",35.6,51.7,"started","HD","USA",TRUE,NA,"31-60 minutes"
"session_076378","user_09059","movie_0054",2025-10-17,"Smart TV",39.1,96.7,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_076379","user_00863","movie_0278",2024-07-28,"Desktop",145.9,68.9,"stopped","HD","Canada",FALSE,5,"2-4 hours"
"session_076380","user_08460","movie_0433",2024-02-15,"Desktop",31.3,74.7,"stopped","SD","USA",TRUE,NA,"31-60 minutes"
"session_076381","user_09538","movie_0843",2025-06-30,"Tablet",131.7,59.3,"stopped","SD","Canada",FALSE,1,"2-4 hours"
"session_076382","user_05519","movie_0610",2025-10-19,"Desktop",46.2,90.2,"completed","SD","USA",FALSE,NA,"31-60 minutes"
"session_076383","user_03490","movie_0768",2024-07-20,"Laptop",113.4,99.6,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_076384","user_05500","movie_0323",2024-08-24,"Desktop",49.5,40.4,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_076385","user_00990","movie_0716",2024-10-14,"Tablet",34.6,47.1,"stopped","SD","USA",FALSE,3,"31-60 minutes"
"session_076386","user_06990","movie_0716",2024-08-24,"Smart TV",123.2,67.5,"paused","HD","USA",TRUE,5,"2-4 hours"
"session_076387","user_07048","movie_0032",2024-01-30,"Tablet",61.6,57.4,"completed","HD","USA",FALSE,NA,"1-2 hours"
"session_076388","user_04679","movie_0938",2024-07-10,"Smart TV",28.7,15.5,"started","4K","USA",FALSE,3,"6-30 minutes"
"session_076389","user_07270","movie_0325",2024-09-13,"Desktop",65.3,69.6,"paused","HD","Canada",FALSE,NA,"1-2 hours"
"session_076390","user_06024","movie_0109",2025-11-21,"Tablet",85.7,4.7,"stopped","SD","Canada",FALSE,NA,"1-2 hours"
"session_076391","user_03368","movie_0906",2024-09-10,"Smart TV",107.8,97.8,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_076392","user_09110","movie_0296",2025-10-22,"Mobile",9.8,15.3,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_076393","user_02569","movie_0950",2025-02-16,"Tablet",66.3,43.8,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_076394","user_07228","movie_0008",2025-02-03,"Tablet",86.6,43.1,"completed","HD","Canada",TRUE,NA,"1-2 hours"
"session_076395","user_08022","movie_0072",2025-10-05,"Tablet",12.3,20.9,"paused","4K","USA",FALSE,3,"6-30 minutes"
"session_076396","user_05922","movie_0537",2025-02-04,"Tablet",39.6,84,"started",NA,"USA",FALSE,NA,"31-60 minutes"
"session_076397","user_06052","movie_0846",2025-01-23,"Laptop",58.9,74.7,"started","4K","USA",FALSE,2,"31-60 minutes"
"session_076398","user_09564","movie_0552",2025-01-11,"Laptop",64.6,36.8,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_076399","user_03967","movie_0597",2025-06-26,"Laptop",70.3,66,"completed","SD","Canada",FALSE,NA,"1-2 hours"
"session_076400","user_09799","movie_0262",2025-11-18,"Laptop",57.4,82.4,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_076401","user_07846","movie_0614",2025-01-22,"Desktop",41.9,30.1,"started","SD","USA",TRUE,NA,"31-60 minutes"
"session_076402","user_01887","movie_0169",2024-01-25,"Mobile",32.7,83.6,"stopped","SD","USA",TRUE,NA,"31-60 minutes"
"session_076403","user_09709","movie_0287",2024-09-10,"Desktop",22.7,25.2,"stopped","HD","Canada",FALSE,NA,"6-30 minutes"
"session_076404","user_07705","movie_0662",2025-05-29,"Tablet",100,80.1,"stopped","4K","USA",FALSE,NA,"1-2 hours"
"session_076405","user_02880","movie_0099",2024-08-05,"Mobile",50.6,59.4,"started","SD","USA",FALSE,NA,"31-60 minutes"
"session_076406","user_00161","movie_0436",2025-02-27,"Smart TV",37.9,22.8,"stopped","SD","USA",FALSE,NA,"31-60 minutes"
"session_076407","user_08517","movie_0378",2024-05-01,"Mobile",53.9,59.1,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_076408","user_00638","movie_0979",2024-02-10,"Smart TV",112.5,7.7,"stopped","HD","USA",FALSE,5,"1-2 hours"
"session_076409","user_08477","movie_0616",2025-10-30,"Desktop",62.1,47.8,"paused","SD","Canada",FALSE,NA,"1-2 hours"
"session_076410","user_02043","movie_0359",2024-07-08,"Desktop",15.1,72.9,"completed","4K","USA",FALSE,NA,"6-30 minutes"
"session_076411","user_07610","movie_0333",2024-03-05,"Mobile",26.9,82.9,"completed","4K","USA",FALSE,NA,"6-30 minutes"
"session_076412","user_00085","movie_0824",2024-08-26,"Smart TV",45.4,63.5,"stopped","HD","Canada",FALSE,NA,"31-60 minutes"
"session_076413","user_00738","movie_0022",2024-03-12,"Mobile",8.9,64.9,"completed","4K","Canada",FALSE,NA,"6-30 minutes"
"session_076414","user_04785","movie_0491",2024-02-12,"Smart TV",50.2,27.5,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_076415","user_06383","movie_0111",2024-12-01,"Laptop",2.6,40.1,"started","HD","Canada",TRUE,NA,"1-5 minutes"
"session_076416","user_01488","movie_0787",2025-11-02,"Mobile",39,80.1,"completed",NA,"USA",FALSE,NA,"31-60 minutes"
"session_076417","user_03437","movie_0405",2024-06-30,"Desktop",74.8,20.8,"stopped","4K","USA",FALSE,NA,"1-2 hours"
"session_076418","user_00704","movie_0003",2024-07-28,"Desktop",69,57.1,"completed","4K","USA",TRUE,NA,"1-2 hours"
"session_076419","user_04270","movie_0458",2025-10-24,"Desktop",95.8,28.9,"started","SD","USA",FALSE,5,"1-2 hours"
"session_076420","user_07099","movie_0365",2024-05-17,"Tablet",25.5,46.8,"stopped","HD","USA",FALSE,NA,"6-30 minutes"
"session_076421","user_00725","movie_0197",2025-01-13,"Laptop",32.5,32.7,"stopped",NA,"USA",FALSE,NA,"31-60 minutes"
"session_076422","user_00091","movie_0729",2024-07-17,"Laptop",38.8,73.3,"stopped","HD","Canada",FALSE,NA,"31-60 minutes"
"session_076423","user_01770","movie_0494",2024-04-11,"Smart TV",72.7,7,"completed","4K","USA",FALSE,NA,"1-2 hours"
"session_076424","user_00677","movie_0613",2024-06-05,"Laptop",34.3,82.1,"completed","4K","Canada",FALSE,NA,"31-60 minutes"
"session_076425","user_09539","movie_0518",2024-02-20,"Desktop",91.6,68.4,"stopped","4K","USA",FALSE,NA,"1-2 hours"
"session_076426","user_06571","movie_0311",2025-08-14,"Desktop",26.2,30.1,"stopped","HD","USA",FALSE,NA,"6-30 minutes"
"session_076427","user_04205","movie_0285",2024-10-25,"Smart TV",9.1,65.7,"stopped","HD","Canada",FALSE,NA,"6-30 minutes"
"session_076428","user_06690","movie_0076",2024-06-12,"Smart TV",19.5,46.1,"paused","SD","USA",FALSE,2,"6-30 minutes"
"session_076429","user_04797","movie_0513",2025-10-15,"Mobile",56.4,60.2,"completed","4K","Canada",FALSE,NA,"31-60 minutes"
"session_076430","user_02375","movie_0584",2024-02-06,"Tablet",38.5,5.7,"started","SD","USA",FALSE,NA,"31-60 minutes"
"session_076431","user_09949","movie_0066",2025-06-26,"Smart TV",93.8,80.5,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_076432","user_03523","movie_0520",2025-07-15,"Desktop",104.5,32.9,"started","SD","USA",FALSE,NA,"1-2 hours"
"session_076433","user_04781","movie_0299",2024-07-22,"Laptop",54.4,54.5,"started","4K","Canada",FALSE,NA,"31-60 minutes"
"session_076434","user_08873","movie_0964",2025-12-08,"Laptop",16.8,0.6,"stopped","4K","Canada",FALSE,NA,"6-30 minutes"
"session_076435","user_06068","movie_0190",2025-05-12,"Desktop",37.1,14.9,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_076436","user_01292","movie_0497",2024-07-08,"Laptop",23.2,72.3,"paused","4K","USA",FALSE,NA,"6-30 minutes"
"session_076437","user_02686","movie_0077",2025-04-13,"Laptop",79.9,52.2,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_076438","user_09975","movie_0119",2024-12-29,"Mobile",9.9,39.7,"stopped","HD","Canada",TRUE,4,"6-30 minutes"
"session_076439","user_02320","movie_0925",2024-12-23,"Desktop",41.2,28.9,"stopped",NA,"Canada",TRUE,NA,"31-60 minutes"
"session_076440","user_04355","movie_0361",2024-08-01,"Desktop",9.9,28.1,"completed","HD","USA",TRUE,NA,"6-30 minutes"
"session_076441","user_07067","movie_0553",2025-01-30,"Smart TV",114.2,49.7,"stopped",NA,"USA",FALSE,NA,"1-2 hours"
"session_076442","user_08430","movie_0420",2025-05-29,"Desktop",40.1,33.2,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_076443","user_06080","movie_0143",2024-01-21,"Mobile",120,82,"stopped","4K","USA",FALSE,NA,"1-2 hours"
"session_076444","user_00304","movie_0188",2024-02-03,"Desktop",118.7,53.3,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_076445","user_01627","movie_0584",2024-04-06,"Smart TV",23.5,33,"completed","HD","Canada",FALSE,NA,"6-30 minutes"
"session_076446","user_01254","movie_0903",2024-09-15,"Smart TV",71.8,77.2,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_076447","user_09119","movie_0500",2025-05-19,"Mobile",27.8,87.3,"completed",NA,"USA",FALSE,2,"6-30 minutes"
"session_076448","user_01999","movie_0856",2025-08-12,"Tablet",11.7,20.7,"paused","HD","Canada",TRUE,2,"6-30 minutes"
"session_076449","user_09635","movie_0849",2024-07-06,"Smart TV",57.1,3.9,"completed","SD","Canada",FALSE,5,"31-60 minutes"
"session_076450","user_04260","movie_0953",2025-09-12,"Smart TV",154.6,49.9,"stopped",NA,"USA",TRUE,NA,"2-4 hours"
"session_076451","user_02402","movie_0159",2024-09-06,"Smart TV",24.7,80.7,"stopped","SD","USA",FALSE,NA,"6-30 minutes"
"session_076452","user_02750","movie_0476",2024-11-20,"Mobile",33.4,74.5,"paused","HD","Canada",TRUE,NA,"31-60 minutes"
"session_076453","user_07297","movie_0532",2024-07-25,"Mobile",30.1,62.6,"paused","HD","USA",TRUE,NA,"31-60 minutes"
"session_076454","user_05062","movie_0401",2025-05-21,"Tablet",35.5,18.5,"completed","HD","USA",TRUE,NA,"31-60 minutes"
"session_076455","user_06853","movie_0237",2024-12-18,"Mobile",106.2,98.8,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_076456","user_00861","movie_0012",2025-06-15,"Laptop",72.1,20.1,"stopped",NA,"Canada",FALSE,1,"1-2 hours"
"session_076457","user_04934","movie_0972",2024-03-01,"Mobile",8.2,49.3,"started","SD","USA",TRUE,NA,"6-30 minutes"
"session_076458","user_09471","movie_0121",2025-04-08,"Laptop",20.5,7.7,"stopped","4K","USA",TRUE,NA,"6-30 minutes"
"session_076459","user_00481","movie_0130",2024-04-24,"Mobile",139,95.5,"paused","SD","USA",FALSE,NA,"2-4 hours"
"session_076460","user_01972","movie_0178",2024-05-12,"Mobile",40.2,27.3,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_076461","user_09053","movie_0556",2024-08-22,"Tablet",33.5,3.7,"stopped","4K","Canada",FALSE,1,"31-60 minutes"
"session_076462","user_08300","movie_0894",2024-04-19,"Desktop",50.2,50.6,"stopped","4K","Canada",FALSE,NA,"31-60 minutes"
"session_076463","user_05821","movie_0219",2024-03-17,"Smart TV",39.8,18.5,"completed","HD","Canada",FALSE,NA,"31-60 minutes"
"session_076464","user_03914","movie_0658",2025-09-28,"Mobile",16.1,74.2,"stopped","4K","USA",FALSE,NA,"6-30 minutes"
"session_076465","user_02163","movie_0696",2024-09-25,"Mobile",19.7,89.7,"paused","4K","Canada",FALSE,NA,"6-30 minutes"
"session_076466","user_00547","movie_0566",2025-05-01,"Mobile",47.4,67.8,"completed","HD","Canada",TRUE,NA,"31-60 minutes"
"session_076467","user_06816","movie_0392",2025-02-05,"Desktop",30.8,20.9,"started","SD","USA",FALSE,NA,"31-60 minutes"
"session_076468","user_02687","movie_0092",2025-10-19,"Smart TV",201,11.8,"completed","SD","Canada",TRUE,NA,"2-4 hours"
"session_076469","user_03886","movie_0163",2025-05-20,"Laptop",16.4,6.4,"completed","4K","USA",FALSE,1,"6-30 minutes"
"session_076470","user_07716","movie_0729",2024-01-26,"Desktop",51.4,62.9,"started","4K","USA",FALSE,4,"31-60 minutes"
"session_076471","user_02119","movie_0654",2025-05-19,"Tablet",47.8,41.8,"completed","HD","Canada",FALSE,NA,"31-60 minutes"
"session_076472","user_08586","movie_0483",2025-05-03,"Tablet",40.7,64.3,"started","SD","USA",FALSE,5,"31-60 minutes"
"session_076473","user_04634","movie_0484",2024-01-14,"Smart TV",25.7,11.9,"paused","4K","USA",FALSE,NA,"6-30 minutes"
"session_076474","user_00176","movie_0546",2025-09-26,"Smart TV",480,15.8,"started","HD","USA",FALSE,NA,"Other"
"session_076475","user_06157","movie_0366",2025-09-07,"Desktop",110.1,32.2,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_076476","user_04766","movie_0786",2025-01-21,"Tablet",155.9,6.2,"completed","HD","USA",FALSE,NA,"2-4 hours"
"session_076477","user_04320","movie_0361",2024-02-17,"Desktop",35.3,89.7,"paused","4K","USA",FALSE,NA,"31-60 minutes"
"session_076478","user_03526","movie_0898",2024-02-27,"Mobile",65.4,66.1,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_076479","user_00484","movie_0790",2024-09-06,"Mobile",44.7,46.7,"stopped","SD","USA",FALSE,3,"31-60 minutes"
"session_076480","user_06338","movie_0805",2024-03-10,"Desktop",15.4,77.3,"paused","HD","Canada",FALSE,NA,"6-30 minutes"
"session_076481","user_08504","movie_0250",2024-10-11,"Laptop",31.1,8,"started","HD","USA",FALSE,4,"31-60 minutes"
"session_076482","user_05406","movie_0512",2024-03-07,"Mobile",97.8,74.6,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_076483","user_06711","movie_0318",2025-08-16,"Smart TV",51,32.1,"paused",NA,"USA",TRUE,NA,"31-60 minutes"
"session_076484","user_04826","movie_0643",2025-07-09,"Laptop",74.9,3.7,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_076485","user_05337","movie_0314",2024-03-06,"Desktop",44.6,20.9,"started","HD","Canada",TRUE,NA,"31-60 minutes"
"session_076486","user_09386","movie_0879",2025-10-11,"Desktop",59.9,6.5,"paused",NA,"Canada",FALSE,NA,"31-60 minutes"
"session_076487","user_00518","movie_0102",2024-09-12,"Laptop",73.5,31,"paused","HD","USA",TRUE,1,"1-2 hours"
"session_076488","user_08456","movie_0639",2025-07-16,"Tablet",18.5,7.9,"paused","HD","Canada",TRUE,NA,"6-30 minutes"
"session_076489","user_04937","movie_0624",2025-04-09,"Desktop",51.3,42.4,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_076490","user_08408","movie_0963",2025-11-28,"Mobile",70.4,88.6,"stopped","HD","USA",TRUE,NA,"1-2 hours"
"session_076491","user_06470","movie_0317",2024-11-11,"Smart TV",37,10,"completed","4K","USA",FALSE,NA,"31-60 minutes"
"session_076492","user_02600","movie_0841",2024-02-07,"Smart TV",70.2,82.9,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_076493","user_04688","movie_0832",2025-03-02,"Desktop",11.2,32.8,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_076494","user_04440","movie_0694",2024-02-14,"Desktop",48.8,70.1,"completed","4K","USA",FALSE,NA,"31-60 minutes"
"session_076495","user_05928","movie_0085",2025-06-19,"Desktop",69.1,64.4,"started","HD","Canada",FALSE,NA,"1-2 hours"
"session_076496","user_01128","movie_0487",2024-03-10,"Mobile",62.3,76.3,"stopped","SD","USA",TRUE,NA,"1-2 hours"
"session_076497","user_02362","movie_0406",2025-01-14,"Laptop",22.9,51.1,"completed","SD","Canada",FALSE,3,"6-30 minutes"
"session_076498","user_00347","movie_0896",2024-04-22,"Laptop",18.7,70,"started","4K","USA",FALSE,NA,"6-30 minutes"
"session_076499","user_07114","movie_0284",2024-09-01,"Desktop",397.4,38.4,"started","HD","USA",FALSE,5,"4-8 hours"
"session_076500","user_06966","movie_0971",2024-02-05,"Tablet",9.3,18.5,"started","4K","USA",FALSE,NA,"6-30 minutes"
"session_076501","user_06963","movie_0505",2024-02-29,"Laptop",90.5,39.5,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_076502","user_08842","movie_0077",2024-05-05,"Desktop",57.4,78.5,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_076503","user_08457","movie_0359",2025-10-25,"Tablet",36.3,41.9,"completed","4K","USA",FALSE,NA,"31-60 minutes"
"session_076504","user_00378","movie_0529",2024-04-19,"Laptop",44,75.4,"started","4K","USA",FALSE,5,"31-60 minutes"
"session_076505","user_02942","movie_0796",2024-11-01,"Smart TV",123.2,44.7,"completed","HD","Canada",FALSE,2,"2-4 hours"
"session_076506","user_06938","movie_0032",2025-12-16,"Laptop",100.6,89.7,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_076507","user_06306","movie_0452",2024-11-27,"Laptop",64.4,32.3,"paused","4K","USA",FALSE,2,"1-2 hours"
"session_076508","user_03811","movie_0853",2024-05-29,"Desktop",55.1,30.1,"paused","4K","USA",FALSE,3,"31-60 minutes"
"session_076509","user_02075","movie_0235",2025-07-22,"Mobile",480,28.3,"completed","4K","USA",FALSE,NA,"Other"
"session_076510","user_09432","movie_0829",2024-09-20,"Desktop",37.3,93.5,"completed","SD","USA",FALSE,NA,"31-60 minutes"
"session_076511","user_03667","movie_0306",2024-09-02,"Tablet",45,28.2,"completed","4K","USA",FALSE,5,"31-60 minutes"
"session_076512","user_03378","movie_0852",2025-11-20,"Desktop",85.1,48.3,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_076513","user_01835","movie_0721",2024-07-06,"Desktop",167.9,87.9,"completed","HD","USA",FALSE,NA,"2-4 hours"
"session_076514","user_09064","movie_0158",2025-01-07,"Tablet",73.5,9,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_076515","user_06344","movie_0553",2024-05-07,"Desktop",71.8,50.1,"stopped","SD","Canada",FALSE,4,"1-2 hours"
"session_076516","user_07221","movie_0116",2025-07-13,"Laptop",191.6,64.1,"paused","SD","USA",FALSE,NA,"2-4 hours"
"session_076517","user_04176","movie_0457",2024-01-08,"Smart TV",89.2,79.1,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_076518","user_09485","movie_0853",2025-06-06,"Mobile",58.1,27.7,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_076519","user_04890","movie_0902",2024-01-28,"Desktop",65.9,85.3,"completed","HD","USA",TRUE,3,"1-2 hours"
"session_076520","user_09840","movie_0864",2025-09-19,"Laptop",202.5,98.6,"paused",NA,"USA",FALSE,5,"2-4 hours"
"session_076521","user_09818","movie_0693",2025-02-09,"Smart TV",27.8,30.1,"completed","4K","USA",FALSE,4,"6-30 minutes"
"session_076522","user_06200","movie_0866",2025-09-22,"Mobile",138,17,"started","SD","USA",FALSE,3,"2-4 hours"
"session_076523","user_08381","movie_0314",2024-01-21,"Desktop",116.9,44.7,"paused","4K","USA",FALSE,NA,"1-2 hours"
"session_076524","user_07668","movie_0769",2024-07-24,"Tablet",81,51.6,"completed","SD","USA",FALSE,NA,"1-2 hours"
